name,color,latitude,longitude,alt
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01104656237027,-83.01458542369747,120.0
-,blue,40.01110705206324,-83.01443371814129,118.62016034
-,blue,40.0111065946756,-83.01443124196958,118.70010213
-,blue,40.01110672718094,-83.01443028987829,118.69398062
-,blue,40.01110692267323,-83.0144290245912,118.68840738
-,blue,40.011107567594095,-83.01442797619083,118.67948416
-,blue,40.01110761799361,-83.01442693309899,118.64794606
-,blue,40.0111083291661,-83.01442582437491,118.6709734
-,blue,40.011108621569115,-83.01442488107391,118.60751492
-,blue,40.01110906751298,-83.0144237596366,118.60228372
-,blue,40.011109837945234,-83.01442294094589,118.60686605
-,blue,40.0111099685045,-83.0144221343047,118.5688141
-,blue,40.01111009379958,-83.01442020721244,118.59098634
-,blue,40.01111066739938,-83.01442032779477,118.52274936
-,blue,40.011110917081986,-83.01441821724578,118.52649671
-,blue,40.011110922752096,-83.01441733389744,118.50787565
-,blue,40.011111541956865,-83.01441628476793,118.48437046
-,blue,40.01111174772233,-83.01441478983268,118.48484831
-,blue,40.011112430887735,-83.01441460519241,118.45323476
-,blue,40.01111286096978,-83.01441285360956,118.47246445
-,blue,40.011113101713185,-83.01441171419224,118.48037161
-,blue,40.011113394154684,-83.01441084922119,118.43985496
-,blue,40.01111391881081,-83.01440992793879,118.44357213
-,blue,40.011114271758956,-83.01440859064799,118.42977987
-,blue,40.01111445614279,-83.01440774153714,118.41604294
-,blue,40.01111492720723,-83.01440669079179,118.40880477
-,blue,40.01111540804411,-83.01440521906486,118.36288087
-,blue,40.01111597567891,-83.01440405467405,118.36459107
-,blue,40.01111626300903,-83.01440307037123,118.35151307
-,blue,40.011116408062705,-83.01440194438574,118.33877711
-,blue,40.011117270848885,-83.01440116160074,118.34745386
-,blue,40.011117572914266,-83.01439966807025,118.31318447
-,blue,40.011118355615025,-83.0143980792877,118.29209368
-,blue,40.01111888597235,-83.01439719639798,118.3013187
-,blue,40.01111918101645,-83.0143960961006,118.28378412
-,blue,40.01111951845646,-83.0143944396121,118.27475527
-,blue,40.011120123079216,-83.01439426190892,118.26085738
-,blue,40.01112032235226,-83.0143922722249,118.23972132
-,blue,40.01112072262813,-83.01439125808659,118.23377586
-,blue,40.01112109937632,-83.01439028246082,118.20868119
-,blue,40.01112083998971,-83.01438897452229,118.21548678
-,blue,40.01112144155943,-83.01438820740823,118.17758573
-,blue,40.01112216401518,-83.01438562572675,118.16180662
-,blue,40.011122773986465,-83.01438514953304,118.15367814
-,blue,40.01112301836263,-83.01438364374343,118.13553996
-,blue,40.01112359398886,-83.01438289371708,118.094133
-,blue,40.01112417221727,-83.0143822400444,118.09581805
-,blue,40.01112401163316,-83.01438097144774,118.04296784
-,blue,40.011124655598785,-83.01437964814255,118.0454426
-,blue,40.0111249784046,-83.01437893387343,117.9941869
-,blue,40.011125762665515,-83.0143762053621,118.01813473
-,blue,40.01112578829077,-83.01437598607943,117.97700442
-,blue,40.01112605744909,-83.01437441810317,117.95757353
-,blue,40.01112639236541,-83.01437307130551,117.96886085
-,blue,40.01112637825754,-83.01437269909539,117.91169993
-,blue,40.01112684769726,-83.01437067775504,117.92920936
-,blue,40.01112868451084,-83.01437045541356,117.90343061
-,blue,40.01112914196313,-83.01436855693665,117.84183323
-,blue,40.01112953627561,-83.01436778954066,117.8344341
-,blue,40.011129891416864,-83.0143668585872,117.82793534
-,blue,40.011130659673526,-83.01436486097941,117.8420797
-,blue,40.011131355325645,-83.01436355474955,117.81694982
-,blue,40.01113187437857,-83.01436171181749,117.85452895
-,blue,40.01113243250689,-83.01436088677283,117.80017477
-,blue,40.01113286497035,-83.01435935211069,117.79206138
-,blue,40.011133559971874,-83.01435885448443,117.75638862
-,blue,40.0111340765948,-83.01435673874013,117.71848254
-,blue,40.011134515763196,-83.01435569097617,117.72425195
-,blue,40.01113488277146,-83.014354188694,117.71198881
-,blue,40.01113523701175,-83.01435295493779,117.71234594
-,blue,40.01113580406464,-83.01435171138678,117.70327182
-,blue,40.01113666554017,-83.01435006293961,117.69506789
-,blue,40.01113688060583,-83.01434732426733,117.60374824
-,blue,40.01113746264535,-83.01434639710197,117.63538191
-,blue,40.01113769609825,-83.01434602283393,117.59192271
-,blue,40.01113847706472,-83.01434374619063,117.58696816
-,blue,40.0111385251224,-83.0143433884724,117.58803452
-,blue,40.01113965356133,-83.01434151738145,117.5646752
-,blue,40.01113991194619,-83.01434034084748,117.52978209
-,blue,40.01114023844069,-83.01433962982682,117.51294165
-,blue,40.01114104333676,-83.0143378236589,117.52543617
-,blue,40.01114134989122,-83.01433624907486,117.50137265
-,blue,40.0111418573714,-83.01433450132835,117.4306257
-,blue,40.011142451426636,-83.01433384783684,117.40700985
-,blue,40.011142459445644,-83.01433266466634,117.37391748
-,blue,40.0111429119807,-83.01433153079185,117.33951228
-,blue,40.01114292494525,-83.01433008579372,117.3487876
-,blue,40.01114361731925,-83.01432886385034,117.32810424
-,blue,40.011144433508115,-83.01432719325537,117.29088224
-,blue,40.01114482313782,-83.01432557409998,117.30703357
-,blue,40.01114581302394,-83.01432461948902,117.28311089
-,blue,40.01114618666194,-83.01432301800757,117.25051146
-,blue,40.01114667718366,-83.01432158261534,117.24330347
-,blue,40.01114672970375,-83.01431966897223,117.2005032
-,blue,40.01114715711275,-83.01431909085419,117.14693873
-,blue,40.01114790575642,-83.0143168603246,117.16527811
-,blue,40.011148029629155,-83.01431557228294,117.0849641
-,blue,40.011149025896955,-83.01431342552212,117.12944439
-,blue,40.01114924409501,-83.01431187632625,117.05497524
-,blue,40.011150141165686,-83.0143096371134,117.0627315
-,blue,40.011150787377005,-83.01430926233785,117.01094765
-,blue,40.01115155998783,-83.01430729930827,117.05039291
-,blue,40.011152050722636,-83.01430642166795,116.954838
-,blue,40.011152513175375,-83.0143045621537,116.97805145
-,blue,40.01115287029528,-83.01430395511017,116.92886308
-,blue,40.011153412320525,-83.01430136757101,116.93203198
-,blue,40.01115452580755,-83.01430018762575,116.86425776
-,blue,40.01115550058801,-83.01429946869202,116.90063472
-,blue,40.011156096370854,-83.01429880877326,116.82711624
-,blue,40.01115694452907,-83.01429687438653,116.8066039
-,blue,40.01115736704322,-83.01429637258568,116.75357261
-,blue,40.01115799644195,-83.01429427977166,116.69942969
-,blue,40.01115866617782,-83.01429316471607,116.72104863
-,blue,40.01115885378336,-83.01429127165612,116.66605061
-,blue,40.01115964229152,-83.01428995275934,116.7195346
-,blue,40.011160168452086,-83.01428813511276,116.68532054
-,blue,40.01116160554038,-83.01428621445054,116.688248
-,blue,40.01116215315566,-83.01428360937427,116.67252422
-,blue,40.011162577022866,-83.01428212882006,116.58957449
-,blue,40.011164177631194,-83.01427937773813,116.66049749
-,blue,40.01116420958668,-83.01427772836217,116.63971856
-,blue,40.01116548827692,-83.01427711108401,116.62314974
-,blue,40.011165763250716,-83.01427567733353,116.63318962
-,blue,40.01116646922495,-83.01427405370252,116.64495479
-,blue,40.01116734033768,-83.01427214728841,116.61414604
-,blue,40.01116763984931,-83.0142714631954,116.6218017
-,blue,40.01116779964932,-83.01426959007708,116.54947533
-,blue,40.01116826763699,-83.01426741223541,116.55190985
-,blue,40.011169107317,-83.01426564325371,116.53563277
-,blue,40.01116952574103,-83.01426259624127,116.56768393
-,blue,40.0111704853734,-83.01426194886446,116.54351981
-,blue,40.01117057950091,-83.01425948902323,116.55256878
-,blue,40.01117130579728,-83.01425798353168,116.54069295
-,blue,40.01117218438467,-83.01425695053136,116.52544702
-,blue,40.01117243933703,-83.01425530954563,116.53239345
-,blue,40.01117368346821,-83.01425369708673,116.45976025
-,blue,40.01117398091675,-83.0142520291632,116.43543014
-,blue,40.01117467305818,-83.01425024546609,116.41524978
-,blue,40.01117488892729,-83.01424854920907,116.40716657
-,blue,40.011176275636146,-83.01424927917817,116.38872659
-,blue,40.01117527429753,-83.01424686959761,116.32882935
-,blue,40.011176392902655,-83.01424593467783,116.31903594
-,blue,40.011176311350894,-83.01424369432814,116.28787006
-,blue,40.01117715071686,-83.01424173711962,116.29430343
-,blue,40.01117813745386,-83.01424064542137,116.21130843
-,blue,40.01117770315076,-83.01423991256206,116.21585555
-,blue,40.01117854092938,-83.01423811698305,116.09033693
-,blue,40.011179211088965,-83.01423637473688,116.13918326
-,blue,40.01117899764044,-83.01423595570243,116.09359637
-,blue,40.011179313730295,-83.01423340885434,116.10199647
-,blue,40.01117906746516,-83.01423294735037,115.97980268
-,blue,40.01118021627194,-83.01422983778002,116.00734696
-,blue,40.0111803709778,-83.01422853862701,115.97887716
-,blue,40.011181079444114,-83.01422678733606,115.9425505
-,blue,40.01118096110834,-83.01422383175264,115.94952711
-,blue,40.01118043274721,-83.01422205942542,115.8929044
-,blue,40.011181990821505,-83.0142215812077,115.89631977
-,blue,40.01118187542773,-83.01421854462416,115.85263422
-,blue,40.01118336792761,-83.01421804933564,115.88510287
-,blue,40.011183426416345,-83.01421608945795,115.86722122
-,blue,40.011184762570174,-83.01421379647287,115.85364525
-,blue,40.01118519710337,-83.01421268652734,115.85871549
-,blue,40.011185529293556,-83.0142130652976,115.79006605000001
-,blue,40.011186108117755,-83.01421042639609,115.75243662
-,blue,40.011186382852095,-83.01420882491371,115.78525234
-,blue,40.01118762728806,-83.01420864909085,115.74717524
-,blue,40.011189392127164,-83.01420749951399,115.75622421
-,blue,40.01118990120887,-83.0142043053222,115.6809402
-,blue,40.01119117075102,-83.01420279166362,115.68487366
-,blue,40.011191036531976,-83.01420074262364,115.60613404
-,blue,40.011191123534125,-83.01419900563722,115.62836161
-,blue,40.01119054920879,-83.01419849457572,115.57735741
-,blue,40.01119123834843,-83.01419619431913,115.57238777
-,blue,40.01119054092201,-83.01419525152161,115.57390683
-,blue,40.01119245331295,-83.0141934248781,115.55703118
-,blue,40.011191962676094,-83.01419306613383,115.45943912
-,blue,40.01119261571389,-83.01419004457577,115.42337905
-,blue,40.01119345873111,-83.01418784420186,115.41019542
-,blue,40.01119358452692,-83.01418549396179,115.37175113
-,blue,40.01119520560632,-83.01418403471013,115.40097543
-,blue,40.01119506655383,-83.01418159268471,115.32849816
-,blue,40.01119661378207,-83.01417941353623,115.38401427
-,blue,40.0111976827544,-83.01417599339752,115.30280492
-,blue,40.01119859370435,-83.01417392575122,115.34174718
-,blue,40.011198902478085,-83.01417154052835,115.28935973
-,blue,40.011200945220196,-83.01417100642858,115.39717777999999
-,blue,40.01119961777043,-83.01416964776276,115.24803325
-,blue,40.01120149735918,-83.01416843054758,115.19011783
-,blue,40.011200971241486,-83.01416599473241,115.20192324
-,blue,40.01120201848212,-83.01416564122107,115.19528364
-,blue,40.01120324691712,-83.01416354286174,115.15578305
-,blue,40.011201814617806,-83.01416369133284,115.15330829
-,blue,40.01120387838527,-83.01416128472249,115.09052886
-,blue,40.01120424146053,-83.01415900745002,115.08741026
-,blue,40.01120499285703,-83.01415676762772,115.14231271
-,blue,40.01120503940166,-83.01415652170765,115.10519131
-,blue,40.011205449540796,-83.01415440782114,115.07391477
-,blue,40.01120576936235,-83.01415197946304,115.04893579
-,blue,40.0112083070733,-83.01415030596027,115.07596701
-,blue,40.011208061332596,-83.01414865970511,115.08592138
-,blue,40.01120994907238,-83.01414657462111,115.00645241
-,blue,40.0112096988853,-83.01414432214426,115.07913088
-,blue,40.011210649732774,-83.01414335119362,115.08692738
-,blue,40.01121173634493,-83.01414379479661,115.04398627
-,blue,40.01121161322269,-83.01414189916558,115.01444508
-,blue,40.01121425246659,-83.01413841724184,115.15515933
-,blue,40.01121354506284,-83.01413977615233,114.98382244
-,blue,40.01121528997049,-83.0141372697368,114.99191068
-,blue,40.01121475284777,-83.01413501673778,114.9191467
-,blue,40.01121658842447,-83.01413531385732,114.9358463
-,blue,40.011218263705416,-83.01413151803673,114.9295588
-,blue,40.01122044391668,-83.01413081345092,114.8865523
-,blue,40.011218856085065,-83.01412886196991,114.788417
-,blue,40.011219262667254,-83.01412734443377,114.7428452
-,blue,40.01121989188884,-83.01412676078193,114.8482237
-,blue,40.01122037642953,-83.01412509130985,114.7525028
-,blue,40.0112214977913,-83.01412116197734,114.7260953
-,blue,40.01122080713495,-83.01411883524135,114.7026555
-,blue,40.011221474232116,-83.01411732704364,114.661661
-,blue,40.01122269440207,-83.01411451040384,114.7071322
-,blue,40.011222920358996,-83.01411238886888,114.6433015
-,blue,40.0112237754688,-83.01411172858617,114.5699138
-,blue,40.011223886446416,-83.01410943713628,114.6366116
-,blue,40.01122560785173,-83.01410736028254,114.5295732
-,blue,40.01122561758,-83.01410564547156,114.4869691
-,blue,40.01122615472911,-83.01410533482272,114.4248989
-,blue,40.01122609697213,-83.01410273591485,114.4781666
-,blue,40.01122750093112,-83.01410135814596,114.5710204
-,blue,40.01122776911543,-83.01409804538626,114.5711713
-,blue,40.011228923553915,-83.01409451530071,114.5105598
-,blue,40.011228676699695,-83.01409266885909,114.4962746
-,blue,40.01122871533298,-83.01408901651833,114.4540729
-,blue,40.01123109556682,-83.01408755615785,114.5915931
-,blue,40.01123110956533,-83.014084861381,114.5468261
-,blue,40.01123174351112,-83.01408560234538,114.4943632
-,blue,40.01123314797014,-83.0140828582592,114.5972267
-,blue,40.0112350325001,-83.01408044203055,114.5930518
-,blue,40.01123486667037,-83.01408221620481,114.458449
-,blue,40.01123447272137,-83.01407909293836,114.4442141
-,blue,40.01123535975643,-83.01407980379628,114.3375781
-,blue,40.011235135786116,-83.01407580666846,114.3632814
-,blue,40.01123669356672,-83.01407370977232,114.3894374
-,blue,40.01123731268164,-83.01407134932941,114.3217336
-,blue,40.01123812206646,-83.01406993294471,114.3009094
-,blue,40.01123943671571,-83.01406714403123,114.2712324
-,blue,40.011239957417544,-83.01406563627995,114.259261
-,blue,40.01124015099747,-83.0140667070498,114.1945249
-,blue,40.011241747893436,-83.01406572632273,114.2433662
-,blue,40.01124267189471,-83.01406050445603,114.2318978
-,blue,40.01124315792005,-83.01405656649867,114.1894949
-,blue,40.011243272054536,-83.01405540917699,114.1059466
-,blue,40.01124266234841,-83.014055595748,113.9636479
-,blue,40.01124563101834,-83.0140507038254,114.1048903
-,blue,40.011246334860765,-83.01404931281591,114.0377398
-,blue,40.01124732087118,-83.0140455851884,114.0744588
-,blue,40.01124633823923,-83.01404508034294,113.9638994
-,blue,40.011248837575444,-83.01404380238904,113.9809511
-,blue,40.01124888578186,-83.0140397069993,113.9936267
-,blue,40.011250913966705,-83.01403771759223,113.9757199
-,blue,40.01125151132633,-83.0140362566183,114.0397518
-,blue,40.011250860135235,-83.01403654755427,113.8112389
-,blue,40.011252473739795,-83.0140335270894,113.9760217
-,blue,40.01125250799204,-83.0140335380151,113.9927213
-,blue,40.01125308368294,-83.01403500155823,114.0001154
-,blue,40.01125391886613,-83.01403228915802,113.8710959
-,blue,40.01125462107648,-83.014030877202,113.8200917
-,blue,40.01125444641163,-83.01402781292964,113.8947369
-,blue,40.01125610424058,-83.01402704894089,113.833723
-,blue,40.01125705521869,-83.01402663170211,113.8586215
-,blue,40.01125870408888,-83.01402211151643,114.0226498
-,blue,40.011260795779314,-83.01402036036816,113.9257217
-,blue,40.01126002972936,-83.01401810733019,113.903137
-,blue,40.0112620348862,-83.01401091669126,113.9565556
-,blue,40.01126076422302,-83.01401312394907,113.814609
-,blue,40.01126373231593,-83.01400847108316,113.7862901
-,blue,40.01126225316877,-83.01400704977546,113.7956962
-,blue,40.01126223193846,-83.01400284218734,113.740668
-,blue,40.011262858192616,-83.01399979780209,113.6617976
-,blue,40.01126631577084,-83.013998860181,113.6872494
-,blue,40.011267383987054,-83.01399487846832,113.7449938
-,blue,40.0112691632771,-83.01399274715895,113.633026
-,blue,40.01126817847537,-83.0139923507181,113.540474
-,blue,40.01126818876173,-83.01398911500735,113.5874039
-,blue,40.01126930435104,-83.01398601509435,113.6071718
-,blue,40.01126816773853,-83.0139855260171,113.5340356
-,blue,40.01127035264,-83.01398324320185,113.4916327
-,blue,40.01127070663531,-83.013982561432,113.4435962
-,blue,40.01127040008531,-83.01398067856336,113.374987
-,blue,40.011271050357585,-83.01397873115936,113.3418896
-,blue,40.01127262217513,-83.01397673260729,113.3618084
-,blue,40.01127339980077,-83.01397522202801,113.3398776
-,blue,40.01127340736219,-83.01397240361901,113.3336907
-,blue,40.01127474075493,-83.0139708181973,113.3319805
-,blue,40.01127528537637,-83.01396862178024,113.30159929999999
-,blue,40.01127574388599,-83.01396530046718,113.3081383
-,blue,40.01127665485825,-83.01396303831588,113.2545688
-,blue,40.011277234833145,-83.01396041956892,113.3077862
-,blue,40.011278757431974,-83.01395922891233,113.2723247
-,blue,40.01127934624236,-83.01395740859692,113.2106066
